path,status,owner,reviewed_at,notes
extensions/irc/src/normalize.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/normalize.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/onboarding.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/onboarding.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/policy.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/policy.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/probe.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/protocol.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/protocol.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/runtime.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/send.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/irc/src/types.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/index.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/package.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/card-command.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/channel.logout.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/channel.sendPayload.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/channel.startup.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/channel.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/line/src/runtime.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/README.md,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/index.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/package.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/src/llm-task-tool.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/llm-task/src/llm-task-tool.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/README.md,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/SKILL.md,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/index.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/package.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/src/lobster-tool.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/lobster/src/lobster-tool.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/matrix/CHANGELOG.md,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/index.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/openclaw.plugin.json,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/package.json,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/actions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/channel.directory.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/channel.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/config-schema.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/directory-live.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/directory-live.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/group-mentions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/accounts.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/accounts.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/client.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/messages.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/pins.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/reactions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/room.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/summary.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/actions/types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/active-client.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/config.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/create-client.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/logging.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/runtime.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/shared.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/storage.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/client/types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/credentials.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/deps.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/format.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/format.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/index.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/allowlist.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/allowlist.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/auto-join.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/direct.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/events.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/handler.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/index.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/location.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/media.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/media.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/mentions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/replies.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/room-info.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/rooms.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/rooms.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/threads.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/monitor/types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/poll-types.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/poll-types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/probe.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/client.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/formatting.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/media.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/targets.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/targets.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/matrix/send/types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/onboarding.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/outbound.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/resolve-targets.test.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/resolve-targets.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/runtime.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/tool-actions.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/matrix/src/types.ts,done,round8-subagents,2026-02-17,round8:chunk_028_extensions_matrix_p01
extensions/mattermost/index.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/package.json,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/channel.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/channel.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/config-schema.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/group-mentions.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/accounts.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/client.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/index.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/monitor-helpers.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/monitor-onchar.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/monitor-websocket.test.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/monitor-websocket.ts,done,round9-subagents,2026-02-17,round9:chunk_003_extensions_google-antigravity-auth
extensions/mattermost/src/mattermost/monitor.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/mattermost/probe.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/mattermost/reconnect.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/mattermost/reconnect.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/mattermost/send.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/normalize.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/onboarding-helpers.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/onboarding.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/runtime.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/mattermost/src/types.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-core/index.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-core/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-core/package.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-lancedb/config.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-lancedb/index.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-lancedb/index.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-lancedb/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/memory-lancedb/package.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/minimax-portal-auth/README.md,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/minimax-portal-auth/index.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/minimax-portal-auth/oauth.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/minimax-portal-auth/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/minimax-portal-auth/package.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/msteams/CHANGELOG.md,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/index.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/openclaw.plugin.json,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/package.json,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/download.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/graph.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/html.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/payload.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/shared.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/attachments/types.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/channel.directory.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/channel.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/conversation-store-fs.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/conversation-store-fs.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/conversation-store-memory.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/conversation-store.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/directory-live.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/errors.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/errors.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/file-consent-helpers.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/file-consent-helpers.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/file-consent.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/file-lock.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/graph-chat.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/graph-upload.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/graph.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/inbound.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/inbound.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/index.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/media-helpers.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/media-helpers.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/mentions.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/mentions.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/messenger.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/messenger.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/monitor-handler.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/monitor-handler/inbound-media.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/monitor-handler/message-handler.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/monitor-types.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/monitor.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/onboarding.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/outbound.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/pending-uploads.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/policy.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/policy.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/polls-store-memory.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/polls-store.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/polls.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/polls.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/probe.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/probe.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/reply-dispatcher.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/resolve-allowlist.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/runtime.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/sdk-types.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/sdk.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/send-context.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/send.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/sent-message-cache.test.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/sent-message-cache.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/storage.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/store-fs.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/msteams/src/token.ts,done,round8-subagents,2026-02-17,round8:chunk_029_extensions_msteams_p01
extensions/nextcloud-talk/index.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/package.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/accounts.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/channel.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/config-schema.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/format.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/inbound.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/monitor.read-body.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/monitor.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/normalize.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/onboarding.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/policy.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/policy.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/room-info.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/runtime.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/send.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/signature.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nextcloud-talk/src/types.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/CHANGELOG.md,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/README.md,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/index.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/openclaw.plugin.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/package.json,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/channel.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/channel.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/config-schema.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/metrics.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-bus.fuzz.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-bus.integration.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-bus.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-bus.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile-http.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile-http.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile-import.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile-import.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile.fuzz.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-profile.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-state-store.test.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/nostr-state-store.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/runtime.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
extensions/nostr/src/seen-tracker.ts,done,round9-subagents,2026-02-17,round9:chunk_004_extensions_mattermost
